label_id	distances	side	side2	absolute
1	-2.76443083197474	FALSE	TRUE	2.76443083197474
2	-33.4255586860041	FALSE	TRUE	33.4255586860041
3	-28.294843449355	FALSE	TRUE	28.294843449355
4	-31.6249241967408	FALSE	TRUE	31.6249241967408
5	-34.5507256432005	FALSE	TRUE	34.5507256432005
6	-16.5446817525438	FALSE	TRUE	16.5446817525438
7	-21.5629376406417	FALSE	TRUE	21.5629376406417
8	-22.6318593041399	FALSE	TRUE	22.6318593041399
9	-23.6562849936069	FALSE	TRUE	23.6562849936069
10	-25.7344243460252	FALSE	TRUE	25.7344243460252
11	-15.977564565629	FALSE	TRUE	15.977564565629
12	-27.2419394371608	FALSE	TRUE	27.2419394371608
13	-25.697721737531	FALSE	TRUE	25.697721737531
14	-29.2235828786127	FALSE	TRUE	29.2235828786127
15	-19.2624888579771	FALSE	TRUE	19.2624888579771
16	-20.5507713937932	FALSE	TRUE	20.5507713937932
17	-27.0400487202753	FALSE	TRUE	27.0400487202753
18	-31.2206145412252	FALSE	TRUE	31.2206145412252
19	-29.3951287122109	FALSE	TRUE	29.3951287122109
20	-0.636490272571547	FALSE	TRUE	0.636490272571547
21	-1.41735080163446	FALSE	TRUE	1.41735080163446
22	-2.28756972142387	FALSE	TRUE	2.28756972142387
23	-3.32110340015621	FALSE	TRUE	3.32110340015621
24	-0.789083919549856	FALSE	TRUE	0.789083919549856
25	-2.70704701583292	FALSE	TRUE	2.70704701583292
26	-3.36377125189626	FALSE	TRUE	3.36377125189626
27	-3.8749892469692	FALSE	TRUE	3.8749892469692
28	-3.23944373611075	FALSE	TRUE	3.23944373611075
29	-4.49522218669387	FALSE	TRUE	4.49522218669387
30	-4.94449680341641	FALSE	TRUE	4.94449680341641
31	5.70051369371947	TRUE	FALSE	5.70051369371947
32	-4.9878845725508	FALSE	TRUE	4.9878845725508
33	-5.79257836182468	FALSE	TRUE	5.79257836182468
34	-6.39772445917614	FALSE	TRUE	6.39772445917614
35	-6.52141866406727	FALSE	TRUE	6.52141866406727
36	-11.2733004296116	FALSE	TRUE	11.2733004296116
37	-4.30908296236125	FALSE	TRUE	4.30908296236125
38	8.16262679447745	TRUE	FALSE	8.16262679447745
39	-18.0284981181368	FALSE	TRUE	18.0284981181368
40	-10.9941090317378	FALSE	TRUE	10.9941090317378
41	-20.3862703977397	FALSE	TRUE	20.3862703977397
42	8.07027617034636	TRUE	FALSE	8.07027617034636
43	5.30495272531787	TRUE	FALSE	5.30495272531787
44	2.07450718786089	TRUE	FALSE	2.07450718786089
45	-2.99123718291037	FALSE	TRUE	2.99123718291037
46	2.28285652877039	TRUE	FALSE	2.28285652877039
47	13.1507832896076	TRUE	FALSE	13.1507832896076
48	16.2670230627019	TRUE	FALSE	16.2670230627019
49	18.4183422272424	TRUE	FALSE	18.4183422272424
50	12.1970766472933	TRUE	FALSE	12.1970766472933
51	4.02299206699356	TRUE	FALSE	4.02299206699356
52	32.135401178018	TRUE	FALSE	32.135401178018
53	24.0624026978874	TRUE	FALSE	24.0624026978874
54	30.9652504943847	TRUE	FALSE	30.9652504943847
55	21.8685311333258	TRUE	FALSE	21.8685311333258
56	26.755384450813	TRUE	FALSE	26.755384450813
57	21.8092369516995	TRUE	FALSE	21.8092369516995
58	31.1553354078028	TRUE	FALSE	31.1553354078028
59	16.7328945630664	TRUE	FALSE	16.7328945630664
60	21.8053198744903	TRUE	FALSE	21.8053198744903
61	19.0444226889225	TRUE	FALSE	19.0444226889225
62	24.2719020631158	TRUE	FALSE	24.2719020631158
63	18.2489224686202	TRUE	FALSE	18.2489224686202
64	18.3012543162166	TRUE	FALSE	18.3012543162166
65	15.2929061816045	TRUE	FALSE	15.2929061816045
66	36.6954129175582	TRUE	FALSE	36.6954129175582
67	38.0978997782292	TRUE	FALSE	38.0978997782292
68	34.3537353682157	TRUE	FALSE	34.3537353682157
69	32.3051065844973	TRUE	FALSE	32.3051065844973
70	27.9110293975088	TRUE	FALSE	27.9110293975088
71	27.5588615144233	TRUE	FALSE	27.5588615144233
72	32.0721462618774	TRUE	FALSE	32.0721462618774
73	31.158680343608	TRUE	FALSE	31.158680343608
74	-7.59052328918042	FALSE	TRUE	7.59052328918042
75	-8.44816648349843	FALSE	TRUE	8.44816648349843
76	-3.5418798519025	FALSE	TRUE	3.5418798519025
77	-6.38066985843681	FALSE	TRUE	6.38066985843681
